number_hidden_layers,number_hidden_nodes,dropout,learning_rate,loss_weights_b,test_fraction,epochs_a,epochs_b,elapsed_time,training_nn_loss,validation_nn_loss,training_p_loss,validation_p_loss,training_loss,validation_loss,n_batch
3,32,0.01,0.001,"[0.25, 0.75]",0.05,100,50,306.42332410812384,0.49395868,0.48379773,1.0054790999999998,0.9991461,0.877599,0.87030905,
3,32,0.01,0.001,"[0.25, 0.75]",0.05,100,100,541.7879612445831,0.49143064,0.48398054,0.99588376,0.99269843,0.8697705,0.8655189,
3,32,0.01,0.001,"[0.25, 0.75]",0.2,10,10,53.28451585769653,0.6170879,0.6118781999999999,1.0140309,1.0168498,0.91479516,0.91560686,
3,32,0.01,0.001,"[0.25, 0.75]",0.2,10,50,,,,,,,,
3,32,0.01,0.001,"[0.25, 0.75]",0.2,10,100,462.9056751728058,0.56132317,0.5546930999999999,1.0031241,1.0007024,0.89267385,0.8892001,
3,32,0.01,0.001,"[0.25, 0.75]",0.2,50,10,49.24745464324951,0.5113907999999999,0.5025685000000001,1.0055083,0.99922645,0.88197887,0.8750619000000001,
3,32,0.01,0.001,"[0.25, 0.75]",0.2,50,50,267.2321982383728,0.5058055,0.49969426,1.009579,0.9980272,0.8836356,0.87344396,
3,32,0.01,0.001,"[0.25, 0.75]",0.2,50,100,484.2079932689667,0.50201756,0.49718732,1.0007824,0.99208,0.8760911,0.8683568000000002,
3,32,0.01,0.001,"[0.25, 0.75]",0.2,100,10,51.42804431915283,0.4973734,0.4881174,1.009622,1.0044105,0.8815598,0.87533724,
3,32,0.01,0.001,"[0.25, 0.75]",0.2,100,50,,,,,,,,
3,32,0.01,0.001,"[0.25, 0.75]",0.2,100,100,523.6998956203462,0.4886616,0.48664024,0.9969149,0.99504745,0.8698516,0.8679456,
3,32,0.01,0.001,"[0.1, 0.9]",0.05,10,10,63.86453914642334,0.62518895,0.62375885,1.0113184000000002,1.0126997,0.9727055,0.9738056,
3,32,0.01,0.001,"[0.1, 0.9]",0.05,10,50,294.43558692932135,0.60825473,0.6045208000000001,1.0086541,1.0024385,0.96861416,0.9626468,
3,32,0.01,0.001,"[0.1, 0.9]",0.05,10,100,,,,,,,,
3,32,0.01,0.001,"[0.1, 0.9]",0.05,50,10,58.18477416038513,0.520332,0.51195246,1.0152816999999998,1.0003371,0.9657867,0.9514986,
3,32,0.01,0.001,"[0.1, 0.9]",0.05,50,50,320.89126777648926,0.522157,0.51425385,1.0018764,0.99674714,0.9539044,0.9484978,
3,32,0.01,0.001,"[0.1, 0.9]",0.05,50,100,512.6159875392914,0.5230656,0.5144582000000001,1.0036406999999998,0.99499273,0.9555831,0.9469393,
3,32,0.01,0.001,"[0.1, 0.9]",0.05,100,10,52.6366925239563,0.5028264,0.49559474,1.0075662,1.0017627,0.9570921999999998,0.95114595,
3,32,0.01,0.001,"[0.1, 0.9]",0.05,100,50,277.33947515487665,0.5082095999999999,0.49801663,1.0051728000000002,0.99933624,0.95547646,0.94920427,
3,32,0.01,0.001,"[0.1, 0.9]",0.05,100,100,522.4530384540558,0.5054989000000001,0.4990702,0.9967852,0.99607325,0.9476565999999998,0.9463729,
3,32,0.01,0.001,"[0.1, 0.9]",0.2,10,10,46.62580704689026,0.6291685,0.62471616,1.0141921,1.0144335999999998,0.97568977,0.97546184,
3,32,0.01,0.001,"[0.1, 0.9]",0.2,10,50,277.75252199172974,0.6055523,0.60381854,1.0047133,1.0007113,0.96479714,0.961022,
3,32,0.01,0.001,"[0.1, 0.9]",0.2,10,100,477.72682070732117,0.5930787,0.58745617,1.0000911,0.99749464,0.9593898,0.95649076,
3,32,0.01,0.001,"[0.1, 0.9]",0.2,50,10,51.466161251068115,0.52121055,0.5124517,1.0073543,0.9974621,0.9587399,0.948961,
3,32,0.01,0.001,"[0.1, 0.9]",0.2,50,50,227.77586698532104,0.51935077,0.5140564999999999,1.0063156,0.9974489,0.9576190999999998,0.9491097,
3,32,0.01,0.001,"[0.1, 0.9]",0.2,50,100,552.0878193378448,0.51886785,0.5140135,1.011073,1.0014776,0.9618525,0.9527312,
3,32,0.01,0.001,"[0.1, 0.9]",0.2,100,10,54.24357342720032,0.5085890000000001,0.4980052,1.008111,1.0002018,0.9581588,0.9499821,
3,32,0.01,0.001,"[0.1, 0.9]",0.2,100,50,225.88204383850098,0.5065786,0.50119543,1.0008316,0.99972737,0.9514063,0.9498741,
3,32,0.01,0.001,"[0.1, 0.9]",0.2,100,100,562.3529314994812,0.5032324,0.5021384,0.9962809,0.99446285,0.94697607,0.94523036,
3,32,0.01,0.0001,"[0.5, 0.5]",0.05,10,10,65.9600465297699,0.93250275,0.93202186,1.216517,1.2121114,1.0745098999999998,1.0720665,
3,32,0.01,0.0001,"[0.5, 0.5]",0.05,10,50,271.91110277175903,0.6961113,0.69295025,1.0415807,1.0323744,0.8688459999999999,0.8626623,
3,32,0.01,0.0001,"[0.5, 0.5]",0.05,10,100,589.3080432415009,0.6420165,0.6379925000000001,1.0235244,1.0131298,0.83277047,0.82556117,
3,32,0.01,0.0001,"[0.5, 0.5]",0.05,50,10,50.67273592948914,0.6728505,0.67093325,1.0421188,1.0308342,0.85748464,0.8508836999999999,
3,32,0.01,0.0001,"[0.5, 0.5]",0.05,50,50,,,,,,,,
3,32,0.01,0.0001,"[0.5, 0.5]",0.05,50,100,554.5575678348541,0.6178491999999999,0.61517805,1.0186788,1.007948,0.818264,0.811563,
3,32,0.01,0.0001,"[0.5, 0.5]",0.05,100,10,61.29696464538574,0.60604304,0.60228854,1.0186847,1.0163555,0.81236386,0.809322,
3,32,0.01,0.0001,"[0.5, 0.5]",0.05,100,50,,,,,,,,
3,32,0.01,0.0001,"[0.5, 0.5]",0.05,100,100,,,,,,,,
3,32,0.01,0.0001,"[0.5, 0.5]",0.2,10,10,56.238693952560425,0.9327503,0.93215233,1.2175187,1.2148639,1.0751345,1.0735081,
3,32,0.01,0.0001,"[0.5, 0.5]",0.2,10,50,249.86404871940613,0.69336593,0.69283473,1.0365168,1.0346465,0.86494136,0.8637405999999999,
3,32,0.01,0.0001,"[0.5, 0.5]",0.2,10,100,467.5925850868225,0.64247286,0.6376323,1.0188321,1.0162349,0.8306525,0.8269335999999999,
3,32,0.01,0.0001,"[0.5, 0.5]",0.2,50,10,,,,,,,,
3,32,0.01,0.0001,"[0.5, 0.5]",0.2,50,50,252.0343277454376,0.6399676999999999,0.6368628000000001,1.0216303,1.0112202,0.830799,0.8240415000000001,
3,32,0.01,0.0001,"[0.5, 0.5]",0.2,50,100,476.081381559372,0.61607724,0.61419064,1.0150014,1.005012,0.81553936,0.8096013000000001,
3,32,0.01,0.0001,"[0.5, 0.5]",0.2,100,10,47.7393262386322,0.609626,0.60340744,1.0229189,1.0129418,0.8162725000000001,0.8081746,
3,32,0.01,0.0001,"[0.5, 0.5]",0.2,100,50,,,,,,,,
3,32,0.01,0.0001,"[0.5, 0.5]",0.2,100,100,,,,,,,,
3,32,0.01,0.0001,"[0.25, 0.75]",0.05,10,10,58.39957070350647,0.939193,0.9388546999999998,1.2098287,1.2055018999999998,1.1421697,1.1388401,
3,32,0.01,0.0001,"[0.25, 0.75]",0.05,10,50,294.9559142589568,0.7607714,0.7589060000000001,1.0421755,1.0324267,0.9718245,0.9640465,
3,32,0.01,0.0001,"[0.25, 0.75]",0.05,10,100,588.9777727127075,0.6772587,0.6740054,1.0266756,1.0160716,0.93932134,0.930555,
3,32,0.01,0.0001,"[0.25, 0.75]",0.05,50,10,62.342259883880615,0.6784140999999999,0.6766139,1.0415521,1.030988,0.9507676,0.9423945,
3,32,0.01,0.0001,"[0.25, 0.75]",0.05,50,50,,,,,,,,
3,32,0.01,0.0001,"[0.25, 0.75]",0.05,50,100,506.8424265384674,0.6386489000000001,0.6362084,1.0215671999999998,1.011359,0.92583764,0.9175713,
3,32,0.01,0.0001,"[0.25, 0.75]",0.05,100,10,52.644981384277344,0.60978055,0.60616404,1.019379,1.0168868,0.9169794,0.91420615,
3,32,0.01,0.0001,"[0.25, 0.75]",0.05,100,50,264.5470349788666,0.60737836,0.6024634,1.0168177,1.0111024,0.9144579,0.9089427,
3,32,0.01,0.0001,"[0.25, 0.75]",0.05,100,100,,,,,,,,
3,32,0.01,0.0001,"[0.25, 0.75]",0.2,10,10,44.616493701934814,0.9394481,0.9389413,1.2101540000000002,1.2078673999999998,1.1424775,1.1406358,
3,32,0.01,0.0001,"[0.25, 0.75]",0.2,10,50,249.5892927646637,0.75838846,0.758618,1.0375457,1.0354801,0.9677564,0.9662646,
3,32,0.01,0.0001,"[0.25, 0.75]",0.2,10,100,485.647887468338,0.6761206999999999,0.67305034,1.0202608,1.0180359,0.9342258,0.9317895,
3,32,0.01,0.0001,"[0.25, 0.75]",0.2,50,10,52.519017696380615,0.6795575,0.6753719,1.0359265,1.0290078,0.94683427,0.9405988,
3,32,0.01,0.0001,"[0.25, 0.75]",0.2,50,50,244.41769123077395,0.6581119000000001,0.6554739,1.0235052,1.0150079,0.93215686,0.92512435,
3,32,0.01,0.0001,"[0.25, 0.75]",0.2,50,100,497.10269498825073,0.6370614,0.6358513000000001,1.0175357,1.0085754,0.9224171,0.9153944,
3,32,0.01,0.0001,"[0.25, 0.75]",0.2,100,10,54.70315170288086,0.6131804,0.6072597,1.0217896,1.0147727,0.91963726,0.9128944,
3,32,0.01,0.0001,"[0.25, 0.75]",0.2,100,50,265.3350410461426,0.6060454000000001,0.6032373000000001,1.0174563,1.0098007,0.9146036,0.90815985,
3,32,0.01,0.0001,"[0.25, 0.75]",0.2,100,100,,,,,,,,
3,32,0.01,0.0001,"[0.1, 0.9]",0.05,10,10,59.37933516502381,0.94324076,0.94298625,1.2080866,1.2037492,1.181602,1.1776729,
3,32,0.01,0.0001,"[0.1, 0.9]",0.05,10,50,269.87459301948553,0.82776916,0.8268394,1.0439326,1.0344034,1.0223162,1.0136471,
3,32,0.01,0.0001,"[0.1, 0.9]",0.05,10,100,536.9108281135559,0.72259825,0.7199393,1.0290012,1.0184404,0.99836093,0.98859024,
3,32,0.01,0.0001,"[0.1, 0.9]",0.05,50,10,54.27017045021057,0.6824726,0.6807639,1.0426832,1.0313191,1.0066621,0.99626356,
3,32,0.01,0.0001,"[0.1, 0.9]",0.05,50,50,310.93795490264887,0.67479485,0.6716546,1.0218306,1.0166457,0.98712695,0.9821465,
3,32,0.01,0.0001,"[0.1, 0.9]",0.05,50,100,610.4200375080109,0.66137946,0.6590126000000001,1.0229547,1.0129595,0.98679715,0.9775648,
3,32,0.01,0.0001,"[0.1, 0.9]",0.05,100,10,57.16181111335754,0.6138110999999999,0.6103554,1.0206417,1.0180452,0.9799586,0.97727615,
3,32,0.01,0.0001,"[0.1, 0.9]",0.05,100,50,315.28946852684015,0.61440367,0.60981846,1.0213114,1.0154272,0.98062056,0.97486633,
3,32,0.01,0.0001,"[0.1, 0.9]",0.05,100,100,547.2835621833801,0.61333907,0.6088576,1.0114255,1.0114104,0.9716168,0.97115505,
3,32,0.01,0.0001,"[0.1, 0.9]",0.2,10,10,46.91700887680054,0.94351244,0.94306755,1.2080423999999998,1.205978,1.1815893999999998,1.1796869,
3,32,0.01,0.0001,"[0.1, 0.9]",0.2,10,50,272.1680099964142,0.8260767,0.8267075999999999,1.0377591,1.0355448,1.0165908,1.0146611,
3,32,0.01,0.0001,"[0.1, 0.9]",0.2,10,100,468.8277153968811,0.7200411,0.7177727,1.0240879,1.0192231,0.9936832,0.98907804,
3,32,0.01,0.0001,"[0.1, 0.9]",0.2,50,10,48.12945675849914,0.6837714,0.679636,1.0366620999999998,1.0308207,1.0013729999999998,0.9957022,
3,32,0.01,0.0001,"[0.1, 0.9]",0.2,50,50,223.6266896724701,0.67323196,0.6706749,1.025034,1.0140016,0.98985374,0.9796689,
3,32,0.01,0.0001,"[0.1, 0.9]",0.2,50,100,549.6050777435304,0.6590151999999999,0.65827435,1.0192327,1.0109099,0.983211,0.9756463,
3,32,0.01,0.0001,"[0.1, 0.9]",0.2,100,10,49.78467893600464,0.6174036,0.61179113,1.0233155,1.0157856,0.9827243,0.9753861,
3,32,0.01,0.0001,"[0.1, 0.9]",0.2,100,50,252.2394585609436,0.6132651,0.6107779999999999,1.018863,1.0120239,0.97830313,0.9718993,
3,32,0.01,0.0001,"[0.1, 0.9]",0.2,100,100,543.5913350582123,0.60860866,0.6092531,1.0137192,1.0110146999999998,0.9732081,0.9708385,
3,32,0.01,1e-05,"[0.5, 0.5]",0.05,10,10,56.860480785369866,0.9989788,0.99880624,1.5551953,1.5498242,1.2770871,1.2743152,
3,32,0.01,1e-05,"[0.5, 0.5]",0.05,10,50,265.16069769859314,0.9897449,0.9894659,1.4436171999999998,1.4385443000000002,1.216681,1.2140051,
3,32,0.01,1e-05,"[0.5, 0.5]",0.05,10,100,531.5955386161803,0.97728467,0.97708446,1.354383,1.3422573,1.1658338,1.1596708,
3,32,0.01,1e-05,"[0.5, 0.5]",0.05,50,10,61.34107089042664,0.98539656,0.98537964,1.4827378999999998,1.4724498,1.2340672,1.2289146999999998,
3,32,0.01,1e-05,"[0.5, 0.5]",0.05,50,50,267.60744786262507,0.97615147,0.97608024,1.3629391000000002,1.3607985,1.1695453000000002,1.1684393999999998,
3,32,0.01,1e-05,"[0.5, 0.5]",0.05,50,100,515.9925692081451,0.9617859,0.9617782,1.2975131000000002,1.2872218999999998,1.1296495,1.1245,
3,32,0.01,1e-05,"[0.5, 0.5]",0.05,100,10,64.72915863990785,0.9676359,0.96734667,1.3945192,1.3908049999999998,1.1810776,1.1790758,
3,32,0.01,1e-05,"[0.5, 0.5]",0.05,100,50,286.7126851081848,0.953888,0.9535078,1.3034317,1.3048686,1.1286598,1.1291882,
3,32,0.01,1e-05,"[0.5, 0.5]",0.05,100,100,658.6520459651948,0.9365248,0.9360298,1.2302221000000002,1.2358608,1.0833734,1.0859454,
3,32,0.01,1e-05,"[0.5, 0.5]",0.2,10,10,57.654047727584846,0.99896526,0.998824,1.5537379999999998,1.5529531,1.2763517,1.2758886,
3,32,0.01,1e-05,"[0.5, 0.5]",0.2,10,50,,,,,,,,
3,32,0.01,1e-05,"[0.5, 0.5]",0.2,10,100,529.4971001148224,0.9777235,0.97719043,1.3482358,1.3453151,1.1629796,1.1612527,
3,32,0.01,1e-05,"[0.5, 0.5]",0.2,50,10,49.64296770095825,0.9855779,0.9852367,1.4734186000000002,1.4663491000000002,1.2294983,1.2257929,
3,32,0.01,1e-05,"[0.5, 0.5]",0.2,50,50,260.12047672271734,0.9759665,0.9758583,1.3671334,1.3555303,1.1715499,1.1656942,
3,32,0.01,1e-05,"[0.5, 0.5]",0.2,50,100,490.06719398498535,0.96167946,0.9616629,1.2964352,1.2820056999999998,1.1290573999999998,1.1218343000000002,
3,32,0.01,1e-05,"[0.5, 0.5]",0.2,100,10,48.95048761367798,0.96789044,0.967244,1.4005412,1.3868406,1.1842158,1.1770421999999998,
3,32,0.01,1e-05,"[0.5, 0.5]",0.2,100,50,247.0727870464325,0.9538898,0.9533425,1.3084115,1.3013393999999998,1.1311506000000002,1.1273409,
3,32,0.01,1e-05,"[0.5, 0.5]",0.2,100,100,444.6303277015686,0.9357293,0.93584025,1.2334539,1.2323248,1.0845916000000002,1.0840826,
3,32,0.01,1e-05,"[0.25, 0.75]",0.05,10,10,60.48332953453064,0.9995885,0.9994321,1.5540108999999998,1.5485917,1.4154053,1.4113018999999998,
3,32,0.01,1e-05,"[0.25, 0.75]",0.05,10,50,254.98732995986938,0.9910215,0.99075735,1.4404122,1.4356243999999998,1.3280646,1.3244077,
3,32,0.01,1e-05,"[0.25, 0.75]",0.05,10,100,541.7241492271423,0.9800001,0.9798222,1.3521878,1.340054,1.2591408000000002,1.2499961000000002,
3,32,0.01,1e-05,"[0.25, 0.75]",0.05,50,10,53.1263108253479,0.9856066,0.98561853,1.4779034,1.4676646,1.3548292,1.3471531,
3,32,0.01,1e-05,"[0.25, 0.75]",0.05,50,50,288.19062900543213,0.9776574,0.9775946,1.3589722,1.3568538,1.2636435,1.262039,
3,32,0.01,1e-05,"[0.25, 0.75]",0.05,50,100,592.309828042984,0.96613973,0.9661976,1.2931765,1.2826684,1.2114173,1.2035507,
3,32,0.01,1e-05,"[0.25, 0.75]",0.05,100,10,55.14957475662232,0.9676394,0.96736723,1.3892847,1.3858448,1.2838733999999998,1.2812253999999998,
3,32,0.01,1e-05,"[0.25, 0.75]",0.05,100,50,270.01784920692444,0.95574087,0.95537037,1.296143,1.2980343,1.2110425,1.2123684,
3,32,0.01,1e-05,"[0.25, 0.75]",0.05,100,100,489.5287430286408,0.9422708,0.94179416,1.2235055,1.2292181,1.1531968,1.1573622,
3,32,0.01,1e-05,"[0.25, 0.75]",0.2,10,10,45.289889335632324,0.99956167,0.9994414,1.5525969,1.5516168,1.4143381000000002,1.413573,
3,32,0.01,1e-05,"[0.25, 0.75]",0.2,10,50,293.1043071746826,0.99093795,0.99083096,1.4422712,1.4394447,1.329438,1.3272913,
3,32,0.01,1e-05,"[0.25, 0.75]",0.2,10,100,501.8050992488861,0.9804308,0.9799086,1.3464282,1.3430731000000002,1.2549288,1.252282,
3,32,0.01,1e-05,"[0.25, 0.75]",0.2,50,10,45.241230964660645,0.98581386,0.9854868,1.4687706,1.4617666,1.3480315,1.3426967,
3,32,0.01,1e-05,"[0.25, 0.75]",0.2,50,50,222.25937056541443,0.97746706,0.97736526,1.3633375,1.3515491000000002,1.2668699,1.2580032,
3,32,0.01,1e-05,"[0.25, 0.75]",0.2,50,100,528.9768908023833,0.965924,0.96590453,1.2923319,1.2778643,1.21073,1.1998744,
3,32,0.01,1e-05,"[0.25, 0.75]",0.2,100,10,54.71522545814514,0.96789885,0.9672594,1.3952227,1.3819149,1.2883917,1.2782508999999995,
3,32,0.01,1e-05,"[0.25, 0.75]",0.2,100,50,269.3864243030548,0.9557557,0.95520985,1.3022242,1.2944763,1.215607,1.2096597,
3,32,0.01,1e-05,"[0.25, 0.75]",0.2,100,100,556.1358208656311,0.94147795,0.9415893,1.2267704,1.2257491000000005,1.1554472,1.1547092,
3,32,0.01,1e-05,"[0.1, 0.9]",0.05,10,10,62.740249395370476,0.9998745,0.9997264,1.5536138000000002,1.5480868,1.4982398,1.4932506,
3,32,0.01,1e-05,"[0.1, 0.9]",0.05,10,50,314.3967461585998,0.9917852,0.9915281,1.4396032,1.434872,1.3948214,1.3905376,
3,32,0.01,1e-05,"[0.1, 0.9]",0.05,10,100,626.8670532703401,0.98176605,0.9815934,1.3515221000000002,1.3395249,1.3145465,1.3037317,
3,32,0.01,1e-05,"[0.1, 0.9]",0.05,50,10,52.45997262001038,0.9857549,0.9857802,1.4759951999999998,1.4656768,1.4269711,1.417687,
3,32,0.01,1e-05,"[0.1, 0.9]",0.05,50,50,313.176504611969,0.978502,0.9784431999999998,1.357723,1.3555758,1.3198008999999995,1.3178625,
3,32,0.01,1e-05,"[0.1, 0.9]",0.05,50,100,611.1629524230958,0.96834517,0.9683948,1.2918954,1.281753,1.2595403,1.250417,
3,32,0.01,1e-05,"[0.1, 0.9]",0.05,100,10,58.01607012748718,0.9676833,0.96741915,1.3868506,1.3838148,1.3449339,1.3421752,
3,32,0.01,1e-05,"[0.1, 0.9]",0.05,100,50,298.28522133827215,0.9568562,0.95648855,1.2932001,1.2952825,1.2595657,1.2614031,
3,32,0.01,1e-05,"[0.1, 0.9]",0.05,100,100,532.1636607646942,0.9456946,0.9452312,1.2212313,1.2271322,1.1936777,1.1989421,
3,32,0.01,1e-05,"[0.1, 0.9]",0.2,10,10,51.18565320968628,0.99987596,0.99976623,1.5519018999999998,1.5510281,1.4966993,1.495902,
3,32,0.01,1e-05,"[0.1, 0.9]",0.2,10,50,250.2835819721222,0.9917352,0.9916264,1.4415703000000002,1.4388473,1.3965868,1.3941252,
3,32,0.01,1e-05,"[0.1, 0.9]",0.2,10,100,471.02531123161316,0.98221177,0.98169243,1.3457066,1.3425553999999995,1.309357,1.3064691000000002,
3,32,0.01,1e-05,"[0.1, 0.9]",0.2,50,10,48.0345356464386,0.98594964,0.98562884,1.4670181,1.4600507,1.4189112,1.4126084,
3,32,0.01,1e-05,"[0.1, 0.9]",0.2,50,50,268.40542888641363,0.97831005,0.9782114,1.3620654,1.3502439,1.3236898,1.3130406,
3,32,0.01,1e-05,"[0.1, 0.9]",0.2,50,100,559.886106967926,0.9681388,0.9680957,1.2912015,1.2768402,1.2588952,1.2459658000000002,
3,32,0.01,1e-05,"[0.1, 0.9]",0.2,100,10,44.68768763542175,0.9679396999999998,0.9673043,1.3933036,1.3799144,1.3507673,1.3386534,
3,32,0.01,1e-05,"[0.1, 0.9]",0.2,100,50,259.3419508934021,0.9568698,0.95632434,1.2994556000000002,1.2917082,1.265197,1.2581698,
3,32,0.01,1e-05,"[0.1, 0.9]",0.2,100,100,463.1885871887207,0.9449071,0.9450119,1.2249413999999998,1.2236581,1.1969379,1.1957934,
3,32,0.1,0.001,"[0.5, 0.5]",0.05,10,10,55.974406480789185,0.61691016,0.5955514000000001,1.015862,1.0119827,0.8163861,0.803767,
3,32,0.1,0.001,"[0.5, 0.5]",0.05,10,50,259.9059543609619,0.57461846,0.54983604,1.0190192,1.0032923,0.79681885,0.7765642,
3,32,0.1,0.001,"[0.5, 0.5]",0.05,10,100,578.9457328319551,0.5504226999999999,0.5195962000000001,1.0168399,1.003132,0.7836313,0.7613641,
3,32,0.1,0.001,"[0.5, 0.5]",0.05,50,10,62.57587480545044,0.53318477,0.5023324,1.0193567,1.0078676,0.77627075,0.7551,
3,32,0.1,0.001,"[0.5, 0.5]",0.05,50,50,277.05966138839716,0.5240715,0.49496034,1.0111822,1.0051522,0.7676269,0.75005627,
3,32,0.1,0.001,"[0.5, 0.5]",0.05,50,100,617.9919517040253,0.5177244000000001,0.49258262,1.02256,1.013147,0.7701422,0.75286484,
3,32,0.1,0.001,"[0.5, 0.5]",0.05,100,10,51.73705124855042,0.51060206,0.4851595,1.0146209000000002,1.0108998,0.7626115,0.74802965,
3,32,0.1,0.001,"[0.5, 0.5]",0.05,100,50,291.11255931854254,0.5118976,0.48349833,1.013279,1.0084739,0.76258826,0.7459861,
3,32,0.1,0.001,"[0.5, 0.5]",0.05,100,100,545.8562841415405,0.5073889,0.48210603,1.0055742,1.0082259,0.7564814999999999,0.74516594,
3,32,0.1,0.001,"[0.5, 0.5]",0.2,10,10,46.99055147171021,0.6180923,0.5941174,1.0258329,1.0181708,0.8219626,0.8061441,
3,32,0.1,0.001,"[0.5, 0.5]",0.2,10,50,237.24569129943848,0.5707603,0.54805183,1.017683,1.0077622,0.79422164,0.777907,
3,32,0.1,0.001,"[0.5, 0.5]",0.2,10,100,494.7444467544556,0.5454564000000001,0.5189871,1.0134218000000002,1.0069818,0.7794390999999999,0.7629845000000001,
3,32,0.1,0.001,"[0.5, 0.5]",0.2,50,10,50.54307460784912,0.5356989000000001,0.5021948,1.0164365,1.0015211,0.7760676999999999,0.751858,
3,32,0.1,0.001,"[0.5, 0.5]",0.2,50,50,230.991290807724,0.5223705,0.49551493,1.0134785,1.0002625,0.76792455,0.7478887,
3,32,0.1,0.001,"[0.5, 0.5]",0.2,50,100,434.7171559333801,0.51622623,0.48990464,1.0128438,1.0007682,0.76453507,0.7453364,
3,32,0.1,0.001,"[0.5, 0.5]",0.2,100,10,58.278883695602424,0.5164941,0.48581454,1.0148566,1.0115978,0.7656753000000001,0.74870616,
3,32,0.1,0.001,"[0.5, 0.5]",0.2,100,50,287.99259901046764,0.50774276,0.48655012,1.0144129000000002,1.0125383,0.7610778,0.7495441999999999,
3,32,0.1,0.001,"[0.5, 0.5]",0.2,100,100,482.62157440185547,0.503897,0.48497814,1.009774,1.0083454,0.75683546,0.7466618,
3,32,0.1,0.001,"[0.25, 0.75]",0.05,10,10,61.86612176895142,0.6317345,0.61178374,1.0323033,1.0222127,0.9321611,0.9196055,
3,32,0.1,0.001,"[0.25, 0.75]",0.05,10,50,316.6554617881775,0.60230875,0.5799416999999999,1.0203347,1.0037113000000002,0.9158282,0.897769,
