epoch,elapsed_time,training_nn_loss,validation_nn_loss,training_p_loss,validation_p_loss,training_loss,validation_loss
0,5.7614829540252686,0.58550775,0.57323754,0.0,0.0,0.58550775,0.57323754
1,11.590146780014038,0.505224,0.4922473,0.0,0.0,0.505224,0.4922473
2,18.032215118408203,0.49480712,0.47306818,0.0,0.0,0.49480712,0.47306818
3,23.862941026687622,0.48275086,0.46737462,0.0,0.0,0.48275086,0.46737462
4,29.977248907089233,0.4780536,0.46124613,0.0,0.0,0.4780536,0.46124613
5,36.152793645858765,0.465582,0.45773807,0.0,0.0,0.465582,0.45773807
6,42.28437066078186,0.46333015,0.45494318,0.0,0.0,0.46333015,0.45494318
7,48.09821081161499,0.46834254,0.4521825,0.0,0.0,0.46834254,0.4521825
8,54.26392650604248,0.46458182,0.4468583,0.0,0.0,0.46458182,0.4468583
9,60.409241914749146,0.45639345,0.44481373,0.0,0.0,0.45639345,0.44481373
10,66.56873774528503,0.44901127,0.43991,0.0,0.0,0.44901127,0.43991
11,72.41330075263977,0.44885728,0.4411415,0.0,0.0,0.44885728,0.4411415
12,78.55327463150024,0.45168054,0.43754613,0.0,0.0,0.45168054,0.43754613
13,84.68486261367798,0.4460322,0.43606833,0.0,0.0,0.4460322,0.43606833
14,90.81671237945557,0.44749478,0.43676373,0.0,0.0,0.44749478,0.43676373
15,96.96556329727173,0.4440822,0.434132,0.0,0.0,0.4440822,0.434132
16,102.75579738616943,0.44222948,0.43155774,0.0,0.0,0.44222948,0.43155774
17,108.42531299591064,0.44862702,0.43019888,0.0,0.0,0.44862702,0.43019888
18,114.12529516220093,0.44585946,0.4320336,0.0,0.0,0.44585946,0.4320336
19,120.2602608203888,0.42924628,0.4273469,0.0,0.0,0.42924628,0.4273469
20,126.38416862487793,0.4354449,0.4279829,0.0,0.0,0.4354449,0.4279829
21,132.1475579738617,0.44368097,0.4271823,0.0,0.0,0.44368097,0.4271823
22,137.82839035987854,0.43942168,0.42721298,0.0,0.0,0.43942168,0.42721298
23,143.92169427871704,0.4320174,0.4252331,0.0,0.0,0.4320174,0.4252331
24,149.99224185943604,0.4333968,0.42359313,0.0,0.0,0.4333968,0.42359313
25,156.05609440803528,0.4334195,0.42415494,0.0,0.0,0.4334195,0.42415494
26,162.14503264427185,0.43422773,0.422586,0.0,0.0,0.43422773,0.422586
27,167.92267441749573,0.44313475,0.42483997,0.0,0.0,0.44313475,0.42483997
28,173.60765528678894,0.44191244,0.42167747,0.0,0.0,0.44191244,0.42167747
29,179.30340242385864,0.4388409,0.42202356,0.0,0.0,0.4388409,0.42202356
30,184.96012449264526,0.43330947,0.4193887,0.0,0.0,0.43330947,0.4193887
